	locus_tag
766	MtrunA17_Chr1g0151771
767	MtrunA17_Chr1g0151781
768	MtrunA17_Chr1g0151791
769	MtrunA17_Chr1g0151801
770	MtrunA17_Chr1g0151811
771	MtrunA17_Chr1g0151821
772	MtrunA17_Chr1g0151831
773	MtrunA17_Chr1g0151841
774	MtrunA17_Chr1g0151851
775	MtrunA17_Chr1g0151861
776	MtrunA17_Chr1g0151871
777	MtrunA17_Chr1g0151881
778	MtrunA17_Chr1g0151891
779	MtrunA17_Chr1g0151901
780	MtrunA17_Chr1g0151911
781	MtrunA17_Chr1g0151921
782	MtrunA17_Chr1g0151931
783	MtrunA17_Chr1g0151941
784	MtrunA17_Chr1g0151951
785	MtrunA17_Chr1g0151961
786	MtrunA17_Chr1g0151971
787	MtrunA17_Chr1g0151981
788	MtrunA17_Chr1g0151991
789	MtrunA17_Chr1g0152001
790	MtrunA17_Chr1g0152011
791	MtrunA17_Chr1g0152021
792	MtrunA17_Chr1g0152031
793	MtrunA17_Chr1g0152041
794	MtrunA17_Chr1g0152051
795	MtrunA17_Chr1g0152061
796	MtrunA17_Chr1g0152071
797	MtrunA17_Chr1g0152081
798	MtrunA17_Chr1g0152091
799	MtrunA17_Chr1g0152101
800	MtrunA17_Chr1g0152111
801	MtrunA17_Chr1g0152121
802	MtrunA17_Chr1g0152131
803	MtrunA17_Chr1g0152141
804	MtrunA17_Chr1g0152151
805	MtrunA17_Chr1g0152161
806	MtrunA17_Chr1g0152171
807	MtrunA17_Chr1g0152181
808	MtrunA17_Chr1g0152191
809	MtrunA17_Chr1g0152201
810	MtrunA17_Chr1g0152211
811	MtrunA17_Chr1g0152221
812	MtrunA17_Chr1g0152231
813	MtrunA17_Chr1g0152241
814	MtrunA17_Chr1g0152261
815	MtrunA17_Chr1g0152281
816	MtrunA17_Chr1g0152291
817	MtrunA17_Chr1g0152301
818	MtrunA17_Chr1g0152321
819	MtrunA17_Chr1g0152331
820	MtrunA17_Chr1g0152341
821	MtrunA17_Chr1g0152351
822	MtrunA17_Chr1g0152361
823	MtrunA17_Chr1g0152371
824	MtrunA17_Chr1g0152381
825	MtrunA17_Chr1g0152391
826	MtrunA17_Chr1g0152401
827	MtrunA17_Chr1g0152411
828	MtrunA17_Chr1g0152421
829	MtrunA17_Chr1g0152431
830	MtrunA17_Chr1g0152451
831	MtrunA17_Chr1g0152461
832	MtrunA17_Chr1g0152471
833	MtrunA17_Chr1g0152481
834	MtrunA17_Chr1g0152491
835	MtrunA17_Chr1g0152501
836	MtrunA17_Chr1g0152511
837	MtrunA17_Chr1g0152521
838	MtrunA17_Chr1g0152551
839	MtrunA17_Chr1g0152561
840	MtrunA17_Chr1g0152571
841	MtrunA17_Chr1g0152591
842	MtrunA17_Chr1g0152611
843	MtrunA17_Chr1g0152621
844	MtrunA17_Chr1g0152631
845	MtrunA17_Chr1g0152641
846	MtrunA17_Chr1g0152651
847	MtrunA17_Chr1g0152661
848	MtrunA17_Chr1g0152681
849	MtrunA17_Chr1g0152691
850	MtrunA17_Chr1g0152701
851	MtrunA17_Chr1g0152711
852	MtrunA17_Chr1g0152721
853	MtrunA17_Chr1g0152741
854	MtrunA17_Chr1g0152751
855	MtrunA17_Chr1g0152761
856	MtrunA17_Chr1g0152771
857	MtrunA17_Chr1g0152781
858	MtrunA17_Chr1g0152791
859	MtrunA17_Chr1g0152801
860	MtrunA17_Chr1g0152811
861	MtrunA17_Chr1g0152821
862	MtrunA17_Chr1g0152831
863	MtrunA17_Chr1g0152841
864	MtrunA17_Chr1g0152851
865	MtrunA17_Chr1g0152861
866	MtrunA17_Chr1g0152871
867	MtrunA17_Chr1g0152881
868	MtrunA17_Chr1g0152891
869	MtrunA17_Chr1g0152901
870	MtrunA17_Chr1g0152911
871	MtrunA17_Chr1g0152921
872	MtrunA17_Chr1g0152931
873	MtrunA17_Chr1g0152941
874	MtrunA17_Chr1g0152951
875	MtrunA17_Chr1g0152961
876	MtrunA17_Chr1g0152971
877	MtrunA17_Chr1g0152981
878	MtrunA17_Chr1g0152991
879	MtrunA17_Chr1g0153001
880	MtrunA17_Chr1g0153011
881	MtrunA17_Chr1g0153021
882	MtrunA17_Chr1g0153031
883	MtrunA17_Chr1g0153041
884	MtrunA17_Chr1g0153051
885	MtrunA17_Chr1g0153061
886	MtrunA17_Chr1g0153071
887	MtrunA17_Chr1g0153091
888	MtrunA17_Chr1g0153101
889	MtrunA17_Chr1g0153121
890	MtrunA17_Chr1g0153131
891	MtrunA17_Chr1g0153141
892	MtrunA17_Chr1g0153151
893	MtrunA17_Chr1g0153161
894	MtrunA17_Chr1g0153171
895	MtrunA17_Chr1g0153181
896	MtrunA17_Chr1g0153201
897	MtrunA17_Chr1g0153211
898	MtrunA17_Chr1g0153231
899	MtrunA17_Chr1g0153241
900	MtrunA17_Chr1g0153261
901	MtrunA17_Chr1g0153271
902	MtrunA17_Chr1g0153281
903	MtrunA17_Chr1g0153291
904	MtrunA17_Chr1g0153301
905	MtrunA17_Chr1g0153311
906	MtrunA17_Chr1g0153321
907	MtrunA17_Chr1g0153331
908	MtrunA17_Chr1g0153341
909	MtrunA17_Chr1g0153351
910	MtrunA17_Chr1g0153361
911	MtrunA17_Chr1g0153371
912	MtrunA17_Chr1g0153381
913	MtrunA17_Chr1g0153391
914	MtrunA17_Chr1g0153401
915	MtrunA17_Chr1g0153411
916	MtrunA17_Chr1g0153421
917	MtrunA17_Chr1g0153431
918	MtrunA17_Chr1g0153441
919	MtrunA17_Chr1g0153451
920	MtrunA17_Chr1g0153461
921	MtrunA17_Chr1g0153471
922	MtrunA17_Chr1g0153481
923	MtrunA17_Chr1g0153501
924	MtrunA17_Chr1g0153511
925	MtrunA17_Chr1g0153531
926	MtrunA17_Chr1g0153541
927	MtrunA17_Chr1g0153551
928	MtrunA17_Chr1g0153561
929	MtrunA17_Chr1g0153571
930	MtrunA17_Chr1g0153581
931	MtrunA17_Chr1g0153591
932	MtrunA17_Chr1g0153601
933	MtrunA17_Chr1g0153611
934	MtrunA17_Chr1g0153631
935	MtrunA17_Chr1g0153641
936	MtrunA17_Chr1g0153651
937	MtrunA17_Chr1g0153661
938	MtrunA17_Chr1g0153671
939	MtrunA17_Chr1g0153681
940	MtrunA17_Chr1g0153691
941	MtrunA17_Chr1g0153701
942	MtrunA17_Chr1g0153711
943	MtrunA17_Chr1g0153721
944	MtrunA17_Chr1g0153731
945	MtrunA17_Chr1g0153751
946	MtrunA17_Chr1g0153761
947	MtrunA17_Chr1g0153771
948	MtrunA17_Chr1g0153781
949	MtrunA17_Chr1g0153791
950	MtrunA17_Chr1g0153801
951	MtrunA17_Chr1g0153811
952	MtrunA17_Chr1g0153821
953	MtrunA17_Chr1g0153831
954	MtrunA17_Chr1g0153841
955	MtrunA17_Chr1g0153851
956	MtrunA17_Chr1g0153861
957	MtrunA17_Chr1g0153871
958	MtrunA17_Chr1g0153881
959	MtrunA17_Chr1g0153891
960	MtrunA17_Chr1g0153901
961	MtrunA17_Chr1g0153911
962	MtrunA17_Chr1g0153921
963	MtrunA17_Chr1g0153931
964	MtrunA17_Chr1g0153941
965	MtrunA17_Chr1g0153951
966	MtrunA17_Chr1g0153961
967	MtrunA17_Chr1g0153971
968	MtrunA17_Chr1g0153981
969	MtrunA17_Chr1g0153991
970	MtrunA17_Chr1g0154001
971	MtrunA17_Chr1g0154011
972	MtrunA17_Chr1g0154021
973	MtrunA17_Chr1g0154031
974	MtrunA17_Chr1g0154041
975	MtrunA17_Chr1g0154051
976	MtrunA17_Chr1g0154071
977	MtrunA17_Chr1g0154081
978	MtrunA17_Chr1g0154091
979	MtrunA17_Chr1g0154101
980	MtrunA17_Chr1g0154111
981	MtrunA17_Chr1g0154121
982	MtrunA17_Chr1g0154131
983	MtrunA17_Chr1g0154141
984	MtrunA17_Chr1g0154151
985	MtrunA17_Chr1g0154161
986	MtrunA17_Chr1g0154171
987	MtrunA17_Chr1g0154181
988	MtrunA17_Chr1g0154191
989	MtrunA17_Chr1g0154201
990	MtrunA17_Chr1g0154211
991	MtrunA17_Chr1g0154221
992	MtrunA17_Chr1g0154241
993	MtrunA17_Chr1g0154251
994	MtrunA17_Chr1g0154261
995	MtrunA17_Chr1g0154271
996	MtrunA17_Chr1g0154281
997	MtrunA17_Chr1g0154291
998	MtrunA17_Chr1g0154301
999	MtrunA17_Chr1g0154311
1000	MtrunA17_Chr1g0154321
1001	MtrunA17_Chr1g0154331
1002	MtrunA17_Chr1g0154341
1003	MtrunA17_Chr1g0154351
1004	MtrunA17_Chr1g0154361
1005	MtrunA17_Chr1g0154371
1006	MtrunA17_Chr1g0154381
1007	MtrunA17_Chr1g0154391
1008	MtrunA17_Chr1g0154401
1009	MtrunA17_Chr1g0154411
1010	MtrunA17_Chr1g0154421
1011	MtrunA17_Chr1g0154431
1012	MtrunA17_Chr1g0154441
1013	MtrunA17_Chr1g0154451
1014	MtrunA17_Chr1g0154461
1015	MtrunA17_Chr1g0154471
1016	MtrunA17_Chr1g0154491
1017	MtrunA17_Chr1g0154501
1018	MtrunA17_Chr1g0154511
1019	MtrunA17_Chr1g0154521
1020	MtrunA17_Chr1g0154531
1021	MtrunA17_Chr1g0154541
1022	MtrunA17_Chr1g0154551
1023	MtrunA17_Chr1g0154561
1024	MtrunA17_Chr1g0154571
1025	MtrunA17_Chr1g0154581
1026	MtrunA17_Chr1g0154591
1027	MtrunA17_Chr1g0154601
1028	MtrunA17_Chr1g0154611
1029	MtrunA17_Chr1g0154621
1030	MtrunA17_Chr1g0154631
1031	MtrunA17_Chr1g0154641
1032	MtrunA17_Chr1g0154651
1033	MtrunA17_Chr1g0154661
1034	MtrunA17_Chr1g0154671
1035	MtrunA17_Chr1g0154681
1036	MtrunA17_Chr1g0154691
1037	MtrunA17_Chr1g0154701
1038	MtrunA17_Chr1g0154711
1039	MtrunA17_Chr1g0154721
1040	MtrunA17_Chr1g0154731
1041	MtrunA17_Chr1g0154741
1042	MtrunA17_Chr1g0154751
1043	MtrunA17_Chr1g0154761
1044	MtrunA17_Chr1g0154771
1045	MtrunA17_Chr1g0154781
1046	MtrunA17_Chr1g0154791
1047	MtrunA17_Chr1g0154801
1048	MtrunA17_Chr1g0154811
1049	MtrunA17_Chr1g0154821
1050	MtrunA17_Chr1g0154851
1051	MtrunA17_Chr1g0154861
1052	MtrunA17_Chr1g0154881
1053	MtrunA17_Chr1g0154891
1054	MtrunA17_Chr1g0154931
1055	MtrunA17_Chr1g0154941
1056	MtrunA17_Chr1g0154951
1057	MtrunA17_Chr1g0154961
1058	MtrunA17_Chr1g0154971
1059	MtrunA17_Chr1g0154981
1060	MtrunA17_Chr1g0154991
1061	MtrunA17_Chr1g0155001
1062	MtrunA17_Chr1g0155011
1063	MtrunA17_Chr1g0155031
1064	MtrunA17_Chr1g0155041
1065	MtrunA17_Chr1g0155061
1066	MtrunA17_Chr1g0155071
1067	MtrunA17_Chr1g0155081
1068	MtrunA17_Chr1g0155091
1069	MtrunA17_Chr1g0155101
1070	MtrunA17_Chr1g0155111
1071	MtrunA17_Chr1g0155121
1072	MtrunA17_Chr1g0155131
1073	MtrunA17_Chr1g0155141
1074	MtrunA17_Chr1g0155151
1075	MtrunA17_Chr1g0155161
1076	MtrunA17_Chr1g0155171
1077	MtrunA17_Chr1g0155181
1078	MtrunA17_Chr1g0155191
1079	MtrunA17_Chr1g0155201
1080	MtrunA17_Chr1g0155211
1081	MtrunA17_Chr1g0155221
1082	MtrunA17_Chr1g0155231
1083	MtrunA17_Chr1g0155241
1084	MtrunA17_Chr1g0155251
1085	MtrunA17_Chr1g0155261
1086	MtrunA17_Chr1g0155271
1087	MtrunA17_Chr1g0155281
1088	MtrunA17_Chr1g0155291
1089	MtrunA17_Chr1g0155301
1090	MtrunA17_Chr1g0155311
1091	MtrunA17_Chr1g0155321
1092	MtrunA17_Chr1g0155331
1093	MtrunA17_Chr1g0155341
1094	MtrunA17_Chr1g0155351
1095	MtrunA17_Chr1g0155361
1096	MtrunA17_Chr1g0155371
1097	MtrunA17_Chr1g0155381
1098	MtrunA17_Chr1g0155391
1099	MtrunA17_Chr1g0155401
1100	MtrunA17_Chr1g0155411
1101	MtrunA17_Chr1g0155421
1102	MtrunA17_Chr1g0155431
1103	MtrunA17_Chr1g0155441
1104	MtrunA17_Chr1g0155451
1105	MtrunA17_Chr1g0155461
1106	MtrunA17_Chr1g0155471
1107	MtrunA17_Chr1g0155481
1108	MtrunA17_Chr1g0155491
1109	MtrunA17_Chr1g0155511
1110	MtrunA17_Chr1g0155521
1111	MtrunA17_Chr1g0155531
1112	MtrunA17_Chr1g0155541
1113	MtrunA17_Chr1g0155551
1114	MtrunA17_Chr1g0155561
1115	MtrunA17_Chr1g0155571
1116	MtrunA17_Chr1g0155581
1117	MtrunA17_Chr1g0155591
1118	MtrunA17_Chr1g0155601
1119	MtrunA17_Chr1g0155611
1120	MtrunA17_Chr1g0155621
1121	MtrunA17_Chr1g0155631
1122	MtrunA17_Chr1g0155641
1123	MtrunA17_Chr1g0155651
1124	MtrunA17_Chr1g0155661
1125	MtrunA17_Chr1g0155671
1126	MtrunA17_Chr1g0155681
1127	MtrunA17_Chr1g0155691
1128	MtrunA17_Chr1g0155701
1129	MtrunA17_Chr1g0155711
1130	MtrunA17_Chr1g0155721
1131	MtrunA17_Chr1g0155731
1132	MtrunA17_Chr1g0155741
1133	MtrunA17_Chr1g0155751
1134	MtrunA17_Chr1g0155761
1135	MtrunA17_Chr1g0155771
1136	MtrunA17_Chr1g0155781
1137	MtrunA17_Chr1g0155791
1138	MtrunA17_Chr1g0155811
1139	MtrunA17_Chr1g0155821
1140	MtrunA17_Chr1g0155831
1141	MtrunA17_Chr1g0155841
1142	MtrunA17_Chr1g0155851
1143	MtrunA17_Chr1g0155861
1144	MtrunA17_Chr1g0155871
1145	MtrunA17_Chr1g0155881
1146	MtrunA17_Chr1g0155891
1147	MtrunA17_Chr1g0155901
1148	MtrunA17_Chr1g0155911
1149	MtrunA17_Chr1g0155921
1150	MtrunA17_Chr1g0155931
1151	MtrunA17_Chr1g0155941
1152	MtrunA17_Chr1g0155951
1153	MtrunA17_Chr1g0155971
1154	MtrunA17_Chr1g0155981
1155	MtrunA17_Chr1g0155991
1156	MtrunA17_Chr1g0156001
1157	MtrunA17_Chr1g0156011
1158	MtrunA17_Chr1g0156021
1159	MtrunA17_Chr1g0156031
1160	MtrunA17_Chr1g0156041
1161	MtrunA17_Chr1g0156051
1162	MtrunA17_Chr1g0156061
1163	MtrunA17_Chr1g0156081
1164	MtrunA17_Chr1g0156091
1165	MtrunA17_Chr1g0156101
1166	MtrunA17_Chr1g0156111
1167	MtrunA17_Chr1g0156121
1168	MtrunA17_Chr1g0156131
1169	MtrunA17_Chr1g0156141
1170	MtrunA17_Chr1g0156151
1171	MtrunA17_Chr1g0156161
1172	MtrunA17_Chr1g0156171
1173	MtrunA17_Chr1g0156181
1174	MtrunA17_Chr1g0156191
1175	MtrunA17_Chr1g0156201
1176	MtrunA17_Chr1g0156211
1177	MtrunA17_Chr1g0156221
1178	MtrunA17_Chr1g0156231
1179	MtrunA17_Chr1g0156241
1180	MtrunA17_Chr1g0156251
1181	MtrunA17_Chr1g0156261
1182	MtrunA17_Chr1g0156271
1183	MtrunA17_Chr1g0156281
1184	MtrunA17_Chr1g0156291
1185	MtrunA17_Chr1g0156301
1186	MtrunA17_Chr1g0156311
1187	MtrunA17_Chr1g0156321
1188	MtrunA17_Chr1g0156331
1189	MtrunA17_Chr1g0156341
1190	MtrunA17_Chr1g0156351
1191	MtrunA17_Chr1g0156371
1192	MtrunA17_Chr1g0156381
1193	MtrunA17_Chr1g0156391
1194	MtrunA17_Chr1g0156401
1195	MtrunA17_Chr1g0156411
1196	MtrunA17_Chr1g0156421
1197	MtrunA17_Chr1g0156431
1198	MtrunA17_Chr1g0156441
1199	MtrunA17_Chr1g0156451
1200	MtrunA17_Chr1g0156461
1201	MtrunA17_Chr1g0156471
1202	MtrunA17_Chr1g0156481
1203	MtrunA17_Chr1g0156491
1204	MtrunA17_Chr1g0156501
1205	MtrunA17_Chr1g0156511
1206	MtrunA17_Chr1g0156521
1207	MtrunA17_Chr1g0156531
1208	MtrunA17_Chr1g0156541
1209	MtrunA17_Chr1g0156551
1210	MtrunA17_Chr1g0156561
1211	MtrunA17_Chr1g0156571
1212	MtrunA17_Chr1g0156581
1213	MtrunA17_Chr1g0156591
1214	MtrunA17_Chr1g0156601
1215	MtrunA17_Chr1g0156611
1216	MtrunA17_Chr1g0156621
1217	MtrunA17_Chr1g0156631
1218	MtrunA17_Chr1g0156641
1219	MtrunA17_Chr1g0156651
1220	MtrunA17_Chr1g0156661
1221	MtrunA17_Chr1g0156671
1222	MtrunA17_Chr1g0156681
1223	MtrunA17_Chr1g0156691
1224	MtrunA17_Chr1g0156701
1225	MtrunA17_Chr1g0156711
1226	MtrunA17_Chr1g0156731
1227	MtrunA17_Chr1g0156751
1228	MtrunA17_Chr1g0156761
1229	MtrunA17_Chr1g0156771
1230	MtrunA17_Chr1g0156781
1231	MtrunA17_Chr1g0156791
1232	MtrunA17_Chr1g0156801
1233	MtrunA17_Chr1g0156811
1234	MtrunA17_Chr1g0156821
1235	MtrunA17_Chr1g0156831
1236	MtrunA17_Chr1g0156841
1237	MtrunA17_Chr1g0156851
1238	MtrunA17_Chr1g0156861
1239	MtrunA17_Chr1g0156871
1240	MtrunA17_Chr1g0156881
1241	MtrunA17_Chr1g0156891
1242	MtrunA17_Chr1g0156901
1243	MtrunA17_Chr1g0156911
1244	MtrunA17_Chr1g0156921
1245	MtrunA17_Chr1g0156931
1246	MtrunA17_Chr1g0156941
1247	MtrunA17_Chr1g0156951
1248	MtrunA17_Chr1g0156961
1249	MtrunA17_Chr1g0156971
1250	MtrunA17_Chr1g0156991
1251	MtrunA17_Chr1g0157001
1252	MtrunA17_Chr1g0157011
1253	MtrunA17_Chr1g0157021
1254	MtrunA17_Chr1g0157031
1255	MtrunA17_Chr1g0157041
1256	MtrunA17_Chr1g0157051
1257	MtrunA17_Chr1g0157061
1258	MtrunA17_Chr1g0157071
1259	MtrunA17_Chr1g0157081
1260	MtrunA17_Chr1g0157091
1261	MtrunA17_Chr1g0157101
1262	MtrunA17_Chr1g0157111
1263	MtrunA17_Chr1g0157121
1264	MtrunA17_Chr1g0157131
1265	MtrunA17_Chr1g0157141
1266	MtrunA17_Chr1g0157151
1267	MtrunA17_Chr1g0157161
1268	MtrunA17_Chr1g0157171
1269	MtrunA17_Chr1g0157181
1270	MtrunA17_Chr1g0157191
1271	MtrunA17_Chr1g0157201
1272	MtrunA17_Chr1g0157211
1273	MtrunA17_Chr1g0157221
1274	MtrunA17_Chr1g0157231
1275	MtrunA17_Chr1g0157241
1276	MtrunA17_Chr1g0157251
1277	MtrunA17_Chr1g0157261
1278	MtrunA17_Chr1g0157281
1279	MtrunA17_Chr1g0157291
1280	MtrunA17_Chr1g0157301
1281	MtrunA17_Chr1g0157311
1282	MtrunA17_Chr1g0157321
1283	MtrunA17_Chr1g0157331
1284	MtrunA17_Chr1g0157341
1285	MtrunA17_Chr1g0157371
1286	MtrunA17_Chr1g0157381
1287	MtrunA17_Chr1g0157391
1288	MtrunA17_Chr1g0157401
1289	MtrunA17_Chr1g0157411
1290	MtrunA17_Chr1g0157421
1291	MtrunA17_Chr1g0157431
1292	MtrunA17_Chr1g0157441
1293	MtrunA17_Chr1g0157451
1294	MtrunA17_Chr1g0157461
1295	MtrunA17_Chr1g0157471
1296	MtrunA17_Chr1g0157481
1297	MtrunA17_Chr1g0157491
1298	MtrunA17_Chr1g0157501
1299	MtrunA17_Chr1g0157521
1300	MtrunA17_Chr1g0157531
1301	MtrunA17_Chr1g0157541
1302	MtrunA17_Chr1g0157551
1303	MtrunA17_Chr1g0157561
1304	MtrunA17_Chr1g0157571
1305	MtrunA17_Chr1g0157581
1306	MtrunA17_Chr1g0157591
1307	MtrunA17_Chr1g0157601
1308	MtrunA17_Chr1g0157611
1309	MtrunA17_Chr1g0157621
1310	MtrunA17_Chr1g0157631
1311	MtrunA17_Chr1g0157641
1312	MtrunA17_Chr1g0157651
1313	MtrunA17_Chr1g0157671
1314	MtrunA17_Chr1g0157681
1315	MtrunA17_Chr1g0157691
1316	MtrunA17_Chr1g0157701
1317	MtrunA17_Chr1g0157711
1318	MtrunA17_Chr1g0157721
1319	MtrunA17_Chr1g0157731
1320	MtrunA17_Chr1g0157741
1321	MtrunA17_Chr1g0157751
1322	MtrunA17_Chr1g0157761
1323	MtrunA17_Chr1g0157771
1324	MtrunA17_Chr1g0157781
1325	MtrunA17_Chr1g0157791
1326	MtrunA17_Chr1g0157801
1327	MtrunA17_Chr1g0157811
1328	MtrunA17_Chr1g0157821
1329	MtrunA17_Chr1g0157831
1330	MtrunA17_Chr1g0157841
1331	MtrunA17_Chr1g0157851
1332	MtrunA17_Chr1g0157861
1333	MtrunA17_Chr1g0157871
1334	MtrunA17_Chr1g0157881
1335	MtrunA17_Chr1g0157891
1336	MtrunA17_Chr1g0157901
1337	MtrunA17_Chr1g0157911
1338	MtrunA17_Chr1g0157931
1339	MtrunA17_Chr1g0157941
1340	MtrunA17_Chr1g0157951
1341	MtrunA17_Chr1g0157961
1342	MtrunA17_Chr1g0157971
1343	MtrunA17_Chr1g0157981
1344	MtrunA17_Chr1g0157991
1345	MtrunA17_Chr1g0158001
1346	MtrunA17_Chr1g0158011
1347	MtrunA17_Chr1g0158021
1348	MtrunA17_Chr1g0158031
1349	MtrunA17_Chr1g0158041
1350	MtrunA17_Chr1g0158051
1351	MtrunA17_Chr1g0158061
1352	MtrunA17_Chr1g0158071
1353	MtrunA17_Chr1g0158081
1354	MtrunA17_Chr1g0158091
1355	MtrunA17_Chr1g0158101
1356	MtrunA17_Chr1g0158111
1357	MtrunA17_Chr1g0158121
1358	MtrunA17_Chr1g0158131
1359	MtrunA17_Chr1g0158141
1360	MtrunA17_Chr1g0158151
1361	MtrunA17_Chr1g0158161
1362	MtrunA17_Chr1g0158171
1363	MtrunA17_Chr1g0158181
1364	MtrunA17_Chr1g0158191
1365	MtrunA17_Chr1g0158201
1366	MtrunA17_Chr1g0158211
1367	MtrunA17_Chr1g0158221
1368	MtrunA17_Chr1g0158231
1369	MtrunA17_Chr1g0158241
1370	MtrunA17_Chr1g0158251
1371	MtrunA17_Chr1g0158261
1372	MtrunA17_Chr1g0158271
1373	MtrunA17_Chr1g0158281
1374	MtrunA17_Chr1g0158291
1375	MtrunA17_Chr1g0158301
1376	MtrunA17_Chr1g0158311
1377	MtrunA17_Chr1g0158321
1378	MtrunA17_Chr1g0158331
1379	MtrunA17_Chr1g0158341
1380	MtrunA17_Chr1g0158351
1381	MtrunA17_Chr1g0158361
1382	MtrunA17_Chr1g0158371
1383	MtrunA17_Chr1g0158381
1384	MtrunA17_Chr1g0158391
1385	MtrunA17_Chr1g0158401
1386	MtrunA17_Chr1g0158411
1387	MtrunA17_Chr1g0158431
1388	MtrunA17_Chr1g0158441
1389	MtrunA17_Chr1g0158461
1390	MtrunA17_Chr1g0158471
1391	MtrunA17_Chr1g0158481
1392	MtrunA17_Chr1g0158491
1393	MtrunA17_Chr1g0158501
1394	MtrunA17_Chr1g0158511
1395	MtrunA17_Chr1g0158521
1396	MtrunA17_Chr1g0158531
1397	MtrunA17_Chr1g0158541
1398	MtrunA17_Chr1g0158551
1399	MtrunA17_Chr1g0158571
1400	MtrunA17_Chr1g0158591
1401	MtrunA17_Chr1g0158601
1402	MtrunA17_Chr1g0158611
1403	MtrunA17_Chr1g0158621
1404	MtrunA17_Chr1g0158631
1405	MtrunA17_Chr1g0158641
1406	MtrunA17_Chr1g0158651
1407	MtrunA17_Chr1g0158661
1408	MtrunA17_Chr1g0158671
1409	MtrunA17_Chr1g0158681
1410	MtrunA17_Chr1g0158691
1411	MtrunA17_Chr1g0158701
1412	MtrunA17_Chr1g0158711
1413	MtrunA17_Chr1g0158721
1414	MtrunA17_Chr1g0158731
1415	MtrunA17_Chr1g0158741
1416	MtrunA17_Chr1g0158751
1417	MtrunA17_Chr1g0158761
1418	MtrunA17_Chr1g0158771
1419	MtrunA17_Chr1g0158781
1420	MtrunA17_Chr1g0158791
1421	MtrunA17_Chr1g0158801
1422	MtrunA17_Chr1g0158811
1423	MtrunA17_Chr1g0158821
1424	MtrunA17_Chr1g0158831
1425	MtrunA17_Chr1g0158841
1426	MtrunA17_Chr1g0158851
1427	MtrunA17_Chr1g0158861
1428	MtrunA17_Chr1g0158871
1429	MtrunA17_Chr1g0158881
1430	MtrunA17_Chr1g0158891
1431	MtrunA17_Chr1g0158901
1432	MtrunA17_Chr1g0158911
1433	MtrunA17_Chr1g0158921
1434	MtrunA17_Chr1g0158931
1435	MtrunA17_Chr1g0158941
1436	MtrunA17_Chr1g0158951
1437	MtrunA17_Chr1g0158961
1438	MtrunA17_Chr1g0158971
1439	MtrunA17_Chr1g0158981
1440	MtrunA17_Chr1g0158991
1441	MtrunA17_Chr1g0159001
1442	MtrunA17_Chr1g0159011
1443	MtrunA17_Chr1g0159021
1444	MtrunA17_Chr1g0159031
1445	MtrunA17_Chr1g0159041
1446	MtrunA17_Chr1g0159051
1447	MtrunA17_Chr1g0159071
1448	MtrunA17_Chr1g0159081
1449	MtrunA17_Chr1g0159091
1450	MtrunA17_Chr1g0159101
1451	MtrunA17_Chr1g0159111
1452	MtrunA17_Chr1g0159131
1453	MtrunA17_Chr1g0159151
1454	MtrunA17_Chr1g0159161
1455	MtrunA17_Chr1g0159171
1456	MtrunA17_Chr1g0159181
1457	MtrunA17_Chr1g0159191
1458	MtrunA17_Chr1g0159211
1459	MtrunA17_Chr1g0159221
1460	MtrunA17_Chr1g0159231
1461	MtrunA17_Chr1g0159241
1462	MtrunA17_Chr1g0159251
1463	MtrunA17_Chr1g0159271
1464	MtrunA17_Chr1g0159281
1465	MtrunA17_Chr1g0159291
1466	MtrunA17_Chr1g0159301
1467	MtrunA17_Chr1g0159311
1468	MtrunA17_Chr1g0159321
1469	MtrunA17_Chr1g0159331
1470	MtrunA17_Chr1g0159341
1471	MtrunA17_Chr1g0159351
1472	MtrunA17_Chr1g0159361
1473	MtrunA17_Chr1g0159371
1474	MtrunA17_Chr1g0159381
1475	MtrunA17_Chr1g0159391
1476	MtrunA17_Chr1g0159401
1477	MtrunA17_Chr1g0159411
1478	MtrunA17_Chr1g0159421
1479	MtrunA17_Chr1g0159431
1480	MtrunA17_Chr1g0159441
1481	MtrunA17_Chr1g0159451
1482	MtrunA17_Chr1g0159461
1483	MtrunA17_Chr1g0159471
1484	MtrunA17_Chr1g0159481
1485	MtrunA17_Chr1g0159491
1486	MtrunA17_Chr1g0159501
1487	MtrunA17_Chr1g0159511
1488	MtrunA17_Chr1g0159521
1489	MtrunA17_Chr1g0159531
1490	MtrunA17_Chr1g0159541
1491	MtrunA17_Chr1g0159551
1492	MtrunA17_Chr1g0159561
1493	MtrunA17_Chr1g0159571
1494	MtrunA17_Chr1g0159581
1495	MtrunA17_Chr1g0159591
1496	MtrunA17_Chr1g0159601
1497	MtrunA17_Chr1g0159611
1498	MtrunA17_Chr1g0159621
1499	MtrunA17_Chr1g0159631
1500	MtrunA17_Chr1g0159641
1501	MtrunA17_Chr1g0159651
1502	MtrunA17_Chr1g0159661
1503	MtrunA17_Chr1g0159671
1504	MtrunA17_Chr1g0159681
1505	MtrunA17_Chr1g0159691
1506	MtrunA17_Chr1g0159701
1507	MtrunA17_Chr1g0159711
1508	MtrunA17_Chr1g0159721
1509	MtrunA17_Chr1g0159731
1510	MtrunA17_Chr1g0159741
1511	MtrunA17_Chr1g0159751
1512	MtrunA17_Chr1g0159761
1513	MtrunA17_Chr1g0159781
